rank	config_id	brand	topic	persona	format	locale	confidence_score	tier	rationale
396	stillness_press.anxiety.millennial_women_professionals.short_book_30.en-US	stillness_press	anxiety	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
397	stillness_press.anxiety.millennial_women_professionals.micro_book_15.en-US	stillness_press	anxiety	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
398	stillness_press.anxiety.millennial_women_professionals.micro_book_20.en-US	stillness_press	anxiety	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
399	stillness_press.anxiety.nyc_executives.standard_book.en-US	stillness_press	anxiety	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
400	stillness_press.anxiety.tech_finance_burnout.compact_book_8ch_30min.en-US	stillness_press	anxiety	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
401	stillness_press.anxiety.tech_finance_burnout.short_book_30.en-US	stillness_press	anxiety	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
402	stillness_press.anxiety.tech_finance_burnout.micro_book_15.en-US	stillness_press	anxiety	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
403	stillness_press.anxiety.tech_finance_burnout.micro_book_20.en-US	stillness_press	anxiety	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
404	stillness_press.anxiety.working_parents.standard_book.en-US	stillness_press	anxiety	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
405	stillness_press.overthinking.gen_z_professionals.standard_book.en-US	stillness_press	overthinking	gen_z_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
406	stillness_press.overthinking.midlife_women.standard_book.en-US	stillness_press	overthinking	midlife_women	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
407	stillness_press.overthinking.millennial_women_professionals.standard_book.en-US	stillness_press	overthinking	millennial_women_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
408	stillness_press.overthinking.tech_finance_burnout.standard_book.en-US	stillness_press	overthinking	tech_finance_burnout	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
409	stillness_press.sleep_anxiety.corporate_managers.standard_book.en-US	stillness_press	sleep_anxiety	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
410	stillness_press.sleep_anxiety.gen_z_professionals.compact_book_8ch_30min.en-US	stillness_press	sleep_anxiety	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
411	stillness_press.sleep_anxiety.gen_z_professionals.short_book_30.en-US	stillness_press	sleep_anxiety	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
412	stillness_press.sleep_anxiety.gen_z_professionals.micro_book_15.en-US	stillness_press	sleep_anxiety	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
413	stillness_press.sleep_anxiety.gen_z_professionals.micro_book_20.en-US	stillness_press	sleep_anxiety	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
414	stillness_press.sleep_anxiety.healthcare_rns.standard_book.en-US	stillness_press	sleep_anxiety	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
415	stillness_press.sleep_anxiety.midlife_women.compact_book_8ch_30min.en-US	stillness_press	sleep_anxiety	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
416	stillness_press.sleep_anxiety.midlife_women.short_book_30.en-US	stillness_press	sleep_anxiety	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
417	stillness_press.sleep_anxiety.midlife_women.micro_book_15.en-US	stillness_press	sleep_anxiety	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
418	stillness_press.sleep_anxiety.midlife_women.micro_book_20.en-US	stillness_press	sleep_anxiety	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
419	stillness_press.sleep_anxiety.millennial_women_professionals.compact_book_8ch_30min.en-US	stillness_press	sleep_anxiety	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
420	stillness_press.sleep_anxiety.millennial_women_professionals.short_book_30.en-US	stillness_press	sleep_anxiety	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
421	stillness_press.sleep_anxiety.millennial_women_professionals.micro_book_15.en-US	stillness_press	sleep_anxiety	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
422	stillness_press.sleep_anxiety.millennial_women_professionals.micro_book_20.en-US	stillness_press	sleep_anxiety	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
423	stillness_press.sleep_anxiety.nyc_executives.standard_book.en-US	stillness_press	sleep_anxiety	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
424	stillness_press.sleep_anxiety.tech_finance_burnout.compact_book_8ch_30min.en-US	stillness_press	sleep_anxiety	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
425	stillness_press.sleep_anxiety.tech_finance_burnout.short_book_30.en-US	stillness_press	sleep_anxiety	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
426	stillness_press.sleep_anxiety.tech_finance_burnout.micro_book_15.en-US	stillness_press	sleep_anxiety	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
427	stillness_press.sleep_anxiety.tech_finance_burnout.micro_book_20.en-US	stillness_press	sleep_anxiety	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
428	stillness_press.sleep_anxiety.working_parents.standard_book.en-US	stillness_press	sleep_anxiety	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
429	cognitive_clarity.compassion_fatigue.gen_z_professionals.standard_book.en-US	cognitive_clarity	compassion_fatigue	gen_z_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
430	cognitive_clarity.compassion_fatigue.midlife_women.standard_book.en-US	cognitive_clarity	compassion_fatigue	midlife_women	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
431	cognitive_clarity.compassion_fatigue.millennial_women_professionals.standard_book.en-US	cognitive_clarity	compassion_fatigue	millennial_women_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
432	cognitive_clarity.compassion_fatigue.tech_finance_burnout.standard_book.en-US	cognitive_clarity	compassion_fatigue	tech_finance_burnout	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
433	cognitive_clarity.imposter_syndrome.gen_z_professionals.standard_book.en-US	cognitive_clarity	imposter_syndrome	gen_z_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
434	cognitive_clarity.imposter_syndrome.midlife_women.standard_book.en-US	cognitive_clarity	imposter_syndrome	midlife_women	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
435	cognitive_clarity.imposter_syndrome.millennial_women_professionals.standard_book.en-US	cognitive_clarity	imposter_syndrome	millennial_women_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
436	cognitive_clarity.imposter_syndrome.tech_finance_burnout.standard_book.en-US	cognitive_clarity	imposter_syndrome	tech_finance_burnout	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
437	cognitive_clarity.overthinking.gen_z_professionals.standard_book.en-US	cognitive_clarity	overthinking	gen_z_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
438	cognitive_clarity.overthinking.midlife_women.standard_book.en-US	cognitive_clarity	overthinking	midlife_women	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
439	cognitive_clarity.overthinking.millennial_women_professionals.standard_book.en-US	cognitive_clarity	overthinking	millennial_women_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
440	cognitive_clarity.overthinking.tech_finance_burnout.standard_book.en-US	cognitive_clarity	overthinking	tech_finance_burnout	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
441	sleep_repair_tw.anxiety.corporate_managers.standard_book.en-US	sleep_repair_tw	anxiety	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
442	sleep_repair_tw.anxiety.gen_z_professionals.compact_book_8ch_30min.en-US	sleep_repair_tw	anxiety	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
443	sleep_repair_tw.anxiety.gen_z_professionals.short_book_30.en-US	sleep_repair_tw	anxiety	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
444	sleep_repair_tw.anxiety.gen_z_professionals.micro_book_15.en-US	sleep_repair_tw	anxiety	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
445	sleep_repair_tw.anxiety.gen_z_professionals.micro_book_20.en-US	sleep_repair_tw	anxiety	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
446	sleep_repair_tw.anxiety.healthcare_rns.standard_book.en-US	sleep_repair_tw	anxiety	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
447	sleep_repair_tw.anxiety.midlife_women.compact_book_8ch_30min.en-US	sleep_repair_tw	anxiety	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
448	sleep_repair_tw.anxiety.midlife_women.short_book_30.en-US	sleep_repair_tw	anxiety	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
449	sleep_repair_tw.anxiety.midlife_women.micro_book_15.en-US	sleep_repair_tw	anxiety	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
450	sleep_repair_tw.anxiety.midlife_women.micro_book_20.en-US	sleep_repair_tw	anxiety	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
451	sleep_repair_tw.anxiety.millennial_women_professionals.compact_book_8ch_30min.en-US	sleep_repair_tw	anxiety	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
452	sleep_repair_tw.anxiety.millennial_women_professionals.short_book_30.en-US	sleep_repair_tw	anxiety	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
453	sleep_repair_tw.anxiety.millennial_women_professionals.micro_book_15.en-US	sleep_repair_tw	anxiety	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
454	sleep_repair_tw.anxiety.millennial_women_professionals.micro_book_20.en-US	sleep_repair_tw	anxiety	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
455	sleep_repair_tw.anxiety.nyc_executives.standard_book.en-US	sleep_repair_tw	anxiety	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
456	sleep_repair_tw.anxiety.tech_finance_burnout.compact_book_8ch_30min.en-US	sleep_repair_tw	anxiety	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
457	sleep_repair_tw.anxiety.tech_finance_burnout.short_book_30.en-US	sleep_repair_tw	anxiety	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
458	sleep_repair_tw.anxiety.tech_finance_burnout.micro_book_15.en-US	sleep_repair_tw	anxiety	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
459	sleep_repair_tw.anxiety.tech_finance_burnout.micro_book_20.en-US	sleep_repair_tw	anxiety	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
460	sleep_repair_tw.anxiety.working_parents.standard_book.en-US	sleep_repair_tw	anxiety	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
461	sleep_repair_tw.sleep_anxiety.corporate_managers.standard_book.en-US	sleep_repair_tw	sleep_anxiety	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
462	sleep_repair_tw.sleep_anxiety.gen_z_professionals.compact_book_8ch_30min.en-US	sleep_repair_tw	sleep_anxiety	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
463	sleep_repair_tw.sleep_anxiety.gen_z_professionals.short_book_30.en-US	sleep_repair_tw	sleep_anxiety	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
464	sleep_repair_tw.sleep_anxiety.gen_z_professionals.micro_book_15.en-US	sleep_repair_tw	sleep_anxiety	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
465	sleep_repair_tw.sleep_anxiety.gen_z_professionals.micro_book_20.en-US	sleep_repair_tw	sleep_anxiety	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
466	sleep_repair_tw.sleep_anxiety.healthcare_rns.standard_book.en-US	sleep_repair_tw	sleep_anxiety	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
467	sleep_repair_tw.sleep_anxiety.midlife_women.compact_book_8ch_30min.en-US	sleep_repair_tw	sleep_anxiety	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
468	sleep_repair_tw.sleep_anxiety.midlife_women.short_book_30.en-US	sleep_repair_tw	sleep_anxiety	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
469	sleep_repair_tw.sleep_anxiety.midlife_women.micro_book_15.en-US	sleep_repair_tw	sleep_anxiety	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
470	sleep_repair_tw.sleep_anxiety.midlife_women.micro_book_20.en-US	sleep_repair_tw	sleep_anxiety	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
471	sleep_repair_tw.sleep_anxiety.millennial_women_professionals.compact_book_8ch_30min.en-US	sleep_repair_tw	sleep_anxiety	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
472	sleep_repair_tw.sleep_anxiety.millennial_women_professionals.short_book_30.en-US	sleep_repair_tw	sleep_anxiety	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
473	sleep_repair_tw.sleep_anxiety.millennial_women_professionals.micro_book_15.en-US	sleep_repair_tw	sleep_anxiety	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
474	sleep_repair_tw.sleep_anxiety.millennial_women_professionals.micro_book_20.en-US	sleep_repair_tw	sleep_anxiety	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
475	sleep_repair_tw.sleep_anxiety.nyc_executives.standard_book.en-US	sleep_repair_tw	sleep_anxiety	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
476	sleep_repair_tw.sleep_anxiety.tech_finance_burnout.compact_book_8ch_30min.en-US	sleep_repair_tw	sleep_anxiety	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
477	sleep_repair_tw.sleep_anxiety.tech_finance_burnout.short_book_30.en-US	sleep_repair_tw	sleep_anxiety	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
478	sleep_repair_tw.sleep_anxiety.tech_finance_burnout.micro_book_15.en-US	sleep_repair_tw	sleep_anxiety	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
479	sleep_repair_tw.sleep_anxiety.tech_finance_burnout.micro_book_20.en-US	sleep_repair_tw	sleep_anxiety	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
480	sleep_repair_tw.sleep_anxiety.working_parents.standard_book.en-US	sleep_repair_tw	sleep_anxiety	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
481	stabilizer_tw.anxiety.corporate_managers.standard_book.en-US	stabilizer_tw	anxiety	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
482	stabilizer_tw.anxiety.gen_z_professionals.compact_book_8ch_30min.en-US	stabilizer_tw	anxiety	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
483	stabilizer_tw.anxiety.gen_z_professionals.short_book_30.en-US	stabilizer_tw	anxiety	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
484	stabilizer_tw.anxiety.gen_z_professionals.micro_book_15.en-US	stabilizer_tw	anxiety	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
485	stabilizer_tw.anxiety.gen_z_professionals.micro_book_20.en-US	stabilizer_tw	anxiety	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
486	stabilizer_tw.anxiety.healthcare_rns.standard_book.en-US	stabilizer_tw	anxiety	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
487	stabilizer_tw.anxiety.midlife_women.compact_book_8ch_30min.en-US	stabilizer_tw	anxiety	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
488	stabilizer_tw.anxiety.midlife_women.short_book_30.en-US	stabilizer_tw	anxiety	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
489	stabilizer_tw.anxiety.midlife_women.micro_book_15.en-US	stabilizer_tw	anxiety	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
490	stabilizer_tw.anxiety.midlife_women.micro_book_20.en-US	stabilizer_tw	anxiety	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
491	stabilizer_tw.anxiety.millennial_women_professionals.compact_book_8ch_30min.en-US	stabilizer_tw	anxiety	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
492	stabilizer_tw.anxiety.millennial_women_professionals.short_book_30.en-US	stabilizer_tw	anxiety	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
493	stabilizer_tw.anxiety.millennial_women_professionals.micro_book_15.en-US	stabilizer_tw	anxiety	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
494	stabilizer_tw.anxiety.millennial_women_professionals.micro_book_20.en-US	stabilizer_tw	anxiety	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
495	stabilizer_tw.anxiety.nyc_executives.standard_book.en-US	stabilizer_tw	anxiety	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
496	stabilizer_tw.anxiety.tech_finance_burnout.compact_book_8ch_30min.en-US	stabilizer_tw	anxiety	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
497	stabilizer_tw.anxiety.tech_finance_burnout.short_book_30.en-US	stabilizer_tw	anxiety	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
498	stabilizer_tw.anxiety.tech_finance_burnout.micro_book_15.en-US	stabilizer_tw	anxiety	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
499	stabilizer_tw.anxiety.tech_finance_burnout.micro_book_20.en-US	stabilizer_tw	anxiety	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
500	stabilizer_tw.anxiety.working_parents.standard_book.en-US	stabilizer_tw	anxiety	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
501	stabilizer_tw.burnout.corporate_managers.standard_book.en-US	stabilizer_tw	burnout	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
502	stabilizer_tw.burnout.gen_z_professionals.compact_book_8ch_30min.en-US	stabilizer_tw	burnout	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
503	stabilizer_tw.burnout.gen_z_professionals.short_book_30.en-US	stabilizer_tw	burnout	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
504	stabilizer_tw.burnout.gen_z_professionals.micro_book_15.en-US	stabilizer_tw	burnout	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
505	stabilizer_tw.burnout.gen_z_professionals.micro_book_20.en-US	stabilizer_tw	burnout	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
506	stabilizer_tw.burnout.healthcare_rns.standard_book.en-US	stabilizer_tw	burnout	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
507	stabilizer_tw.burnout.midlife_women.compact_book_8ch_30min.en-US	stabilizer_tw	burnout	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
508	stabilizer_tw.burnout.midlife_women.short_book_30.en-US	stabilizer_tw	burnout	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
509	stabilizer_tw.burnout.midlife_women.micro_book_15.en-US	stabilizer_tw	burnout	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
510	stabilizer_tw.burnout.midlife_women.micro_book_20.en-US	stabilizer_tw	burnout	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
511	stabilizer_tw.burnout.millennial_women_professionals.compact_book_8ch_30min.en-US	stabilizer_tw	burnout	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
512	stabilizer_tw.burnout.millennial_women_professionals.short_book_30.en-US	stabilizer_tw	burnout	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
513	stabilizer_tw.burnout.millennial_women_professionals.micro_book_15.en-US	stabilizer_tw	burnout	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
514	stabilizer_tw.burnout.millennial_women_professionals.micro_book_20.en-US	stabilizer_tw	burnout	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
515	stabilizer_tw.burnout.nyc_executives.standard_book.en-US	stabilizer_tw	burnout	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
516	stabilizer_tw.burnout.tech_finance_burnout.compact_book_8ch_30min.en-US	stabilizer_tw	burnout	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
517	stabilizer_tw.burnout.tech_finance_burnout.short_book_30.en-US	stabilizer_tw	burnout	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
518	stabilizer_tw.burnout.tech_finance_burnout.micro_book_15.en-US	stabilizer_tw	burnout	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
519	stabilizer_tw.burnout.tech_finance_burnout.micro_book_20.en-US	stabilizer_tw	burnout	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
520	stabilizer_tw.burnout.working_parents.standard_book.en-US	stabilizer_tw	burnout	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
521	stabilizer_tw.overthinking.gen_z_professionals.standard_book.en-US	stabilizer_tw	overthinking	gen_z_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
522	stabilizer_tw.overthinking.midlife_women.standard_book.en-US	stabilizer_tw	overthinking	midlife_women	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
523	stabilizer_tw.overthinking.millennial_women_professionals.standard_book.en-US	stabilizer_tw	overthinking	millennial_women_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
524	stabilizer_tw.overthinking.tech_finance_burnout.standard_book.en-US	stabilizer_tw	overthinking	tech_finance_burnout	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
525	panic_first_aid_tw.anxiety.corporate_managers.standard_book.en-US	panic_first_aid_tw	anxiety	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
526	panic_first_aid_tw.anxiety.gen_z_professionals.compact_book_8ch_30min.en-US	panic_first_aid_tw	anxiety	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
527	panic_first_aid_tw.anxiety.gen_z_professionals.short_book_30.en-US	panic_first_aid_tw	anxiety	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
528	panic_first_aid_tw.anxiety.gen_z_professionals.micro_book_15.en-US	panic_first_aid_tw	anxiety	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
529	panic_first_aid_tw.anxiety.gen_z_professionals.micro_book_20.en-US	panic_first_aid_tw	anxiety	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
530	panic_first_aid_tw.anxiety.healthcare_rns.standard_book.en-US	panic_first_aid_tw	anxiety	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
531	panic_first_aid_tw.anxiety.midlife_women.compact_book_8ch_30min.en-US	panic_first_aid_tw	anxiety	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
