row_id	row_number	atom_type	row_kind	atom_type_counted	source_status	source_path	source_path_check	atom_family	depth_pattern	rewrite_lane	entry_contract	exit_contract	status	status_reason	final_accountability_gate	unresolved_flag
row-137-TAKEAWAY	137	TAKEAWAY	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anchored/TAKEAWAY/CANONICAL.txt; atoms/healthcare_rns/anxiety/TAKEAWAY/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/TAKEAWAY/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/TAKEAWAY/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/TAKEAWAY/CANONICAL.txt	all_exist	short rhythm/landing/propulsion	SHORT_RHYTHM_2	07_short_rhythm_callback_propulsion	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	PRESERVED_SHORT	SHORT_RHYTHM_2 is expansion-resistant; accountability preserves rhythm unless rendered context requires changed meaning	PASS	no
row-138-TEACHER_DOCTRINE	138	TEACHER_DOCTRINE	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/adhd_focus/TEACHER_DOCTRINE/CANONICAL.txt; atoms/corporate_managers/mindfulness/TEACHER_DOCTRINE/CANONICAL.txt; atoms/healthcare_rns/anxiety/TEACHER_DOCTRINE/CANONICAL.txt; atoms/healthcare_rns/burnout/TEACHER_DOCTRINE/CANONICAL.txt; atoms/healthcare_rns/overthinking/TEACHER_DOCTRINE/CANONICAL.txt	all_exist	evidence/proof	EVIDENCE_RETURN_6	04_evidence_case_external_story_parable	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract EVIDENCE_RETURN_6 and accounted for as source deepening target	PASS	no
row-139-THREAD	139	THREAD	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anchored/THREAD/CANONICAL.txt; atoms/healthcare_rns/anxiety/THREAD/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/THREAD/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/THREAD/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/THREAD/CANONICAL.txt	all_exist	short rhythm/landing/propulsion	SHORT_RHYTHM_2	07_short_rhythm_callback_propulsion	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	PRESERVED_SHORT	SHORT_RHYTHM_2 is expansion-resistant; accountability preserves rhythm unless rendered context requires changed meaning	PASS	no
row-140-TRANSITION	140	TRANSITION	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/gen_z_professionals/burnout/TRANSITION/CANONICAL.txt	all_exist	cohesion/flow/transition	COHESION_BRIDGE_3	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract COHESION_BRIDGE_3 and accounted for as source deepening target	PASS	no
row-141-TROUBLESHOOTING	141	TROUBLESHOOTING	spec_only_atom_type	yes	source_authority_repaired_20260718	SOURCE_OF_TRUTH/accent_banks/troubleshooting/anxiety/entries.yaml	all_exist	troubleshooting/permission/encouragement	TROUBLE_PERMISSION_4	06_troubleshooting_permission_encouragement	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	lane07 repair verdict=SOURCED; source path attached; deepened/seeded under write scope	PASS	no
row-142-WATCHER	142	WATCHER	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/watcher/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/watcher/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/watcher/CANONICAL.txt; atoms/healthcare_rns/overthinking/watcher/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/watcher/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-143-WISDOM_ESSENCE	143	WISDOM_ESSENCE	spec_only_atom_type	yes	source_authority_repaired_20260718	SOURCE_OF_TRUTH/accent_banks/wisdom_essence/anxiety/entries.yaml; artifacts/research/WISDOM_ESSENCE_ESSENCE_MAP_2026-07-07.md	all_exist	short rhythm/landing/propulsion	SHORT_RHYTHM_2	07_short_rhythm_callback_propulsion	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	lane07 repair verdict=SOURCED; source path attached; deepened/seeded under write scope	PASS	no
row-144-ZH-CN	144	ZH-CN	locale_code	no	source_bank_discovered_needs_render	atoms/healthcare_rns/financial_anxiety/INTEGRATION/locales/zh-CN/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/PIVOT/locales/zh-CN/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/overwhelm/locales/zh-CN/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/spiral/locales/zh-CN/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/watcher/locales/zh-CN/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-145-ZH-HK	145	ZH-HK	locale_code	no	source_bank_discovered_needs_render	atoms/healthcare_rns/anchored/PERMISSION/locales/zh-HK/CANONICAL.txt; atoms/healthcare_rns/anchored/PIVOT/locales/zh-HK/CANONICAL.txt; atoms/healthcare_rns/anchored/STORY/locales/zh-HK/CANONICAL.txt; atoms/healthcare_rns/anchored/TAKEAWAY/locales/zh-HK/CANONICAL.txt; atoms/healthcare_rns/anchored/THREAD/locales/zh-HK/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-146-ZH-SG	146	ZH-SG	locale_code	no	source_bank_discovered_needs_render	atoms/healthcare_rns/anchored/PERMISSION/locales/zh-SG/CANONICAL.txt; atoms/healthcare_rns/anchored/PIVOT/locales/zh-SG/CANONICAL.txt; atoms/healthcare_rns/anchored/STORY/locales/zh-SG/CANONICAL.txt; atoms/healthcare_rns/anchored/TAKEAWAY/locales/zh-SG/CANONICAL.txt; atoms/healthcare_rns/anchored/THREAD/locales/zh-SG/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-147-ZH-TW	147	ZH-TW	locale_code	no	source_bank_discovered_needs_render	atoms/healthcare_rns/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/PIVOT/locales/zh-TW/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/spiral/locales/zh-TW/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
